categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;13:58:07;3;BALVANERA;ALSINA, ADOLFO;2954;-34.6125910617594;-58.4078038283463;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;15:25:36;3;BALVANERA;SARMIENTO;2977;-34.6066279723514;-58.4082579487415;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:03:32;3;BALVANERA;AGUERO;84;-34.6095634086157;-58.4131929468472;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:36:43;3;BALVANERA;SARMIENTO;2977;-34.6066279723514;-58.4082579487415;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;11:36:19;3;BALVANERA;BOULOGNE SUR MER;947;-34.5989539267036;-58.4049899506687;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:18:29;5;ALMAGRO;GASCON;681;-34.60340530982;-58.4241383800723;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;15:23:50;5;ALMAGRO;CORRIENTES AV.;4242;-34.6028718858905;-58.4248399142169;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:09:50;5;ALMAGRO;GASCON;721;-34.6025172079123;-58.4240106998785;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;10:44:37;5;ALMAGRO;DON BOSCO;4050;-34.613532575136;-58.4226340155634;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;12:02:11;2;RECOLETA;URUGUAY;1090;-34.5960000777503;-58.3871753218386;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;16:42:06;2;RECOLETA;URIBURU JOSE E., PRES.;1001;-34.5969632557281;-58.3988067910854;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;09:45:41;8;VILLA LUGANO;LARRAZABAL;2732;-34.6646258849491;-58.4872320833866;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:11:57;1;PUERTO MADERO;PAINE, AIME;1173;-34.6112868874721;-58.3619315776677;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;18:00:48;8;VILLA LUGANO;ESCALADA, CELEDONIO CMTE.;5496;-34.6748149229699;-58.4738791926292;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;15:29:40;1;CONSTITUCION;RONDEAU;1670;-34.6325492524422;-58.3884896795174;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;11:13:02;8;VILLA LUGANO;LARRAZABAL;2732;-34.6646258849491;-58.4872320833866;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;14:17:33;1;SAN NICOLAS;PELLEGRINI, CARLOS;501;-34.6023578974814;-58.3809993669766;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;19:54:55;1;CONSTITUCION;INDEPENDENCIA AV.;900;-34.6176239669791;-58.3786479244749;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;10:45:00;4;PARQUE PATRICIOS;ATUEL;255;-34.6408719489908;-58.4077311553571;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;20:09:17;4;BOCA;ABDALA, GERMAN;110;-34.6295373748109;-58.3673540001886;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;10:47:37;4;PARQUE PATRICIOS;ATUEL;339;-34.6418165034222;-58.4075868284323;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;09:14:22;4;NUEVA POMPEYA;USPALLATA;3653;-34.6412455348778;-58.4145912445934;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;14:01:43;4;NUEVA POMPEYA;BARCO CENTENERA DEL;3410;-34.6542026660807;-58.4194865760608;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;20:18:51;4;BARRACAS;FINOCHIETTO ENRIQUE DR.;884;-34.6306773584801;-58.3763022938768;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;12:32:05;7;PARQUE CHACABUCO;CARABOBO AV.;438;-34.6319825556655;-58.4540357331868;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;19:08:02;7;PARQUE CHACABUCO;PERON, EVA AV.;1779;-34.6355202533569;-58.4484675975092;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;09:59:38;7;PARQUE CHACABUCO;ESTRADA;750;-34.631894714343;-58.4356239860498;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;10:50:45;7;FLORES;CUENCA;193;-34.6295668165705;-58.4744509944477;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;10:46:54;7;FLORES;CUENCA;193;-34.6295668165705;-58.4744509944477;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;13:46:29;7;FLORES;QUIRNO;45;-34.6318977319116;-58.4708938209587;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;14:32:39;7;FLORES;MORON;3136;-34.6250282914765;-58.4757598611016;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;10:21:40;7;FLORES;NAZCA AV.;486;-34.6265961316296;-58.4715805580108;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;13:06:24;7;FLORES;CONDARCO;552;-34.6249174482643;-58.4691842898622;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;20:30:29;7;FLORES;GRANADEROS;76;-34.6267654949867;-58.4593119669066;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;12:12:52;11;VILLA SANTA RITA;VIALE, LUIS;2743;-34.6183243552515;-58.4729923079878;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;14:16:23;11;VILLA SANTA RITA;NAZCA AV.;1245;-34.6190080794906;-58.4752492659781;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;18:39:07;11;VILLA SANTA RITA;CUENCA;1810;-34.6132548157172;-58.4854197391819;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;20:18:35;11;VILLA SANTA RITA;HELGUERA;1307;-34.6175982295941;-58.4800699266094;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;07:47:49;11;VILLA DEVOTO;HABANA;3373;-34.5931156195417;-58.5058015885422;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;16:17:32;11;VILLA DEVOTO;MISTRAL, GABRIELA;3391;-34.5910399969347;-58.507899224438;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:07:38;11;VILLA DEVOTO;HABANA;4572;-34.6021056248517;-58.5202165983944;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;19:32:23;11;VILLA DEVOTO;SIMBRON;4546;-34.6096284749455;-58.5133086016907;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;19:12:30;11;VILLA DEVOTO;MELINCUE;4713;-34.6132660928161;-58.5112547881798;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;23:05:18;11;VILLA DEVOTO;GONZALEZ, JOAQUIN V.;3280;-34.603590305055;-58.5051491281907;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;12:50:42;11;VILLA DEVOTO;MERCEDES;3991;-34.6007784273503;-58.5122792514329;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;18:17:17;11;VILLA DEVOTO;LOZANO, PEDRO;4464;-34.6097394523209;-58.5091007130505;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;08:27:01;11;VILLA GRAL. MITRE;MAGARIÑOS CERVANTES, A.;2640;-34.6117328467516;-58.4765381820125;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;08:04:04;11;VILLA DEL PARQUE;CUENCA;2980;-34.6025442978455;-58.4944748924388;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:47:40;11;VILLA DEL PARQUE;CAMPANA;3112;-34.6020329630955;-58.4968011420041;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;08:29:55;10;MONTE CASTRO;PAZ, MARCOS;2051;-34.6202034030367;-58.5027725295722;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;12:49:56;10;MONTE CASTRO;SASTRE, MARCOS;4088;-34.611294921654;-58.5012896128938;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;18:19:30;10;MONTE CASTRO;WILDE EDUARDO PJE.;2261;-34.6160199586735;-58.503150552672;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;09:44:41;10;MONTE CASTRO;LASCANO;4556;-34.6174425741149;-58.5038555147864;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;12:31:34;10;MONTE CASTRO;SANABRIA;2579;-34.61252076018;-58.5050717130608;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;19:29:21;10;MONTE CASTRO;WILDE EDUARDO PJE.;2261;-34.6160199586735;-58.503150552672;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;09:09:32;10;VILLA LURO;LOPE DE VEGA;17;-34.6371130315421;-58.4994754139743;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;11:29:22;10;VILLA LURO;LOPE DE VEGA;17;-34.6371130315421;-58.4994754139743;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:34:48;10;VILLA LURO;PIZARRO;5218;-34.641806007761;-58.4996910037491;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;15:20:40;10;VELEZ SARSFIELD;ESCALADA DE SAN MARTIN, R.;4415;-34.6266407954469;-58.4941507354637;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;10:12:18;10;VELEZ SARSFIELD;CARRASCO AV.;448;-34.6322266775949;-58.4915067528763;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;19:25:25;10;VELEZ SARSFIELD;ARANGUREN, JUAN F., DR.;4755;-34.6318315286108;-58.4938451901649;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:50:48;10;VERSALLES;LISBOA;685;-34.6297071604661;-58.5198453224148;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;11:35:48;10;VELEZ SARSFIELD;TUPAC AMARU;1126;-34.6261769308888;-58.49407883153;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;18:43:43;10;VELEZ SARSFIELD;CARRASCO AV.;845;-34.6283342755184;-58.496286303802;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;10:24:38;10;VELEZ SARSFIELD;RIVADAVIA AV.;9150;-34.6365180558302;-58.492701679453;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;16:14:07;10;FLORESTA;AZUL;174;-34.6342963049935;-58.47469312064;App Denuncia Vial;Masculino;Abierto;;
TRÁNSITO;DENUNCIA VIAL;VEHÍCULO MAL ESTACIONADO;Denuncia;18/08/2021;17:25:38;10;FLORESTA;BONIFACIO, JOSE;3767;-34.6376002400443;-58.4773495530436;App Denuncia Vial;Masculino;Abierto;;
