categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;03/01/2021;12:19:21;7;PARQUE CHACABUCO;DIRECTORIO AV.;724;-34.6286379354362;-58.4375587402874;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;EVALUACIÓN AMBIENTAL;CONSULTA TÉCNICA SOBRE TRAMITES DE INSCRIPCIÓN EN EL REGISTRO DE ACTIVIDADES CATALOGADAS COMO POTENCIALMENTE CONTAMINANTES POR RUIDOS Y VIBRACIONES (RAC);SOLICITUD;03/01/2021;18:52:56;12;SAAVEDRA;VEDIA;3788;-34.5466595855025;-58.4906662661485;GCS Web;Masculino;Cerrado;05/01/2021;14:10:32
CALLES Y VEREDAS;OTROS;AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE;SOLICITUD;03/01/2021;12:38:41;1;RETIRO;PARAGUAY;703;-34.597558137832;-58.3771033926056;GCS Web;Masculino;Cerrado;01/02/2021;10:08:32
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/01/2021;15:01:45;1;SAN TELMO;CHACABUCO;1384;-34.6242521486961;-58.3754552557108;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/01/2021;14:26:18;7;FLORES;GRANADEROS;61;-34.6267471994972;-58.4592219262094;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/01/2021;12:18:05;7;FLORES;RIVADAVIA AV.;6332;-34.6264004834148;-58.4557895290817;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/01/2021;07:17:20;3;BALVANERA;LA RIOJA;355;-34.6145797624597;-58.4085436370691;App BA 147;Masculino;Cerrado;06/01/2021;12:24:14
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;04/01/2021;18:10:25;15;VILLA ORTUZAR;ACHA, MARIANO, GRAL.;1359;-34.5796452405753;-58.4720995118373;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/01/2021;13:50:00;3;BALVANERA;ALSINA, ADOLFO;1960;-34.6116896839852;-58.3941392052094;GCS Web;Masculino;Cerrado;29/01/2021;10:12:21
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/01/2021;01:23:49;14;PALERMO;VEGA, NICETO, CNEL. AV.;5629;-34.5864553786278;-58.4395809915544;App BA 147;Masculino;Cerrado;07/01/2021;12:02:24
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/01/2021;13:27:23;13;NUÑEZ;DEL LIBERTADOR AV.;7208;-34.546411070966;-58.4578989504498;App BA 147;Masculino;Cerrado;06/01/2021;10:08:49
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;04/01/2021;16:33:33;6;CABALLITO;BONIFACIO, JOSE;625;-34.6270584144663;-58.4364058667155;GCS Web;Masculino;Cerrado;05/02/2021;10:38:38
CALLES Y VEREDAS;OTROS;AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE;SOLICITUD;04/01/2021;07:40:32;13;BELGRANO;OLAZABAL;2581;-34.5610914764177;-58.4599470455772;App BA 147;Masculino;Cerrado;05/01/2021;13:20:38
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;04/01/2021;09:39:27;14;PALERMO;CORDOBA AV.;3887;-34.5976516006464;-58.4215178806844;App BA 147;Masculino;Cerrado;06/01/2021;12:40:16
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;15:39:39;14;PALERMO;DEL LIBERTADOR AV.;2418;-34.579788502247;-58.4058617695988;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;05/01/2021;07:13:11;7;PARQUE CHACABUCO;SANTANDER;1803;-34.6373206841286;-58.4454479281875;App BA 147;Femenino;Cerrado;06/01/2021;10:27:01
RECICLADO Y PROTECCIÓN AMBIENTAL;EVALUACIÓN AMBIENTAL;CONSULTA TÉCNICA SOBRE TRAMITES DE INSCRIPCIÓN EN EL REGISTRO DE ACTIVIDADES CATALOGADAS COMO POTENCIALMENTE CONTAMINANTES POR RUIDOS Y VIBRACIONES (RAC);SOLICITUD;05/01/2021;09:37:37;6;CABALLITO;PAYSANDU;558;-34.6167321869152;-58.449789570061;GCS Web;Femenino;Cerrado;05/01/2021;13:24:29
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;22:47:58;10;VILLA LURO;GUARDIA NACIONAL;12;-34.6385549887908;-58.5043678976769;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;20:43:43;15;VILLA CRESPO;LAVALLEJA;950;-34.5977169419437;-58.4295375863706;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;01:01:17;15;VILLA CRESPO;GALLARDO, ANGEL AV.;899;-34.6064236580287;-58.4426153981777;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;12:46:26;13;NUÑEZ;GUAYRA;;-34.5490108603944;-58.4576562033978;Cercania;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;12:37:57;13;NUÑEZ;ARRIBEÑOS;;-34.5490108603944;-58.4576562033978;Cercania;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;20:49:21;4;PARQUE PATRICIOS;MIRAVE;3550;-34.6456000481178;-58.3996816116584;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;05/01/2021;09:31:42;3;SAN CRISTOBAL;SAAVEDRA;1126;-34.6226863096344;-58.4012009711214;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;11:51:41;14;PALERMO;FRENCH;3528;-34.5837033080375;-58.4110080262577;App BA 147;Femenino;Cerrado;06/01/2021;15:12:44
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;16:08:31;12;SAAVEDRA;VILELA;2501;-34.5463227854088;-58.4712887348796;GCS Web;Femenino;Cerrado;08/01/2021;12:26:52
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;19:26:33;15;VILLA CRESPO;WARNES AV.;220;-34.6030278757562;-58.4407174183224;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;18:21:12;7;FLORES;GRANADEROS;76;-34.6267654949867;-58.4593119669066;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;05/01/2021;17:12:23;4;BOCA;VILLAFAÑE, WENCESLAO;190;-34.6308152280147;-58.3577772940599;GCS Web;Masculino;Cerrado;06/01/2021;18:06:48
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;05/01/2021;19:50:15;13;COLEGIALES;DELGADO;588;-34.5800074457124;-58.450384724231;GCS Web;Masculino;Cerrado;07/01/2021;12:39:36
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;06:50:23;13;NUÑEZ;CIUDAD DE LA PAZ;3179;-34.5536048180495;-58.4660778383792;GCS Web;Femenino;Cerrado;06/01/2021;12:47:41
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;10:31:40;13;BELGRANO;MONTAÑESES;1823;-34.559941517435;-58.4464976349569;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;05/01/2021;12:33:34;13;BELGRANO;DEL LIBERTADOR AV.;5723;-34.5591965085794;-58.4453622054596;App BA 147;Masculino;Cerrado;19/01/2021;14:15:09
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;05/01/2021;16:22:19;13;COLEGIALES;CRAMER;290;-34.5765704928593;-58.4421897808348;GCS Web;Femenino;Cerrado;28/01/2021;16:15:19
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;15:39:23;14;PALERMO;SOLER;3644;-34.5937341857918;-58.4148958326787;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;00:29:20;5;ALMAGRO;BOEDO AV.;440;-34.617776033643;-58.4167325975632;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;06/01/2021;17:04:20;14;PALERMO;SERRANO;1450;-34.5897975465917;-58.4319301423383;GCS Web;Masculino;Cerrado;14/01/2021;14:14:24
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;13:54:08;5;ALMAGRO;BOEDO AV.;440;-34.617776033643;-58.4167325975632;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;12:35:13;5;ALMAGRO;BOEDO AV.;440;-34.617776033643;-58.4167325975632;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;14:44:06;1;MONSERRAT;DE MAYO AV.;1460;-34.6094943348112;-58.3867318322042;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;12:50:33;12;COGHLAN;NUÑEZ;3544;-34.5557532191923;-58.4774437936683;GCS Web;Femenino;Cerrado;06/01/2021;17:59:36
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;12:50:59;5;ALMAGRO;BOEDO AV.;432;-34.617776033643;-58.4167325975632;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;00:12:18;5;ALMAGRO;BOEDO AV.;440;-34.617776033643;-58.4167325975632;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;00:15:25;9;MATADEROS;CASTRO, EMILIO AV.;7328;-34.6544041148831;-58.5205213385267;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;00:19:25;13;COLEGIALES;CORREGIDORES;1501;-34.57247905986;-58.4592955251439;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;13:52:41;3;BALVANERA;LA RIOJA;355;-34.6145797624597;-58.4085436370691;GCS Web;Masculino;Cerrado;28/01/2021;10:42:52
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;18:39:59;6;CABALLITO;ALBERDI, JUAN BAUTISTA AV.;644;-34.6233200867239;-58.4368317419731;App BA 147;Masculino;Cerrado;07/01/2021;10:51:19
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;22:50:31;12;VILLA PUEYRREDON;CABEZON, JOSE LEON;2369;-34.5791581639336;-58.4991931764545;GCS Web;Femenino;Cerrado;07/01/2021;14:22:56
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;19:10:24;14;PALERMO;CONVENCION;1994;-34.5794168330445;-58.4404005821733;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;MALOS OLORES / HUMOS / GASES TÓXICOS;DENUNCIA;06/01/2021;11:59:49;9;LINIERS;FALCON, RAMON L.,CNEL.;6650;-34.6403492682019;-58.520305338603;App BA 147;Masculino;Cerrado;20/01/2021;13:20:54
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;06/01/2021;12:46:59;5;ALMAGRO;ESTADO DE PALESTINA;525;-34.6055933564639;-58.4260172403407;Call Center;Femenino;Cerrado;07/01/2021;14:29:26
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;07/01/2021;10:46:50;5;ALMAGRO;MEDRANO AV.;520;-34.6044272734856;-58.4212039095555;GCS Web;Masculino;Cerrado;05/02/2021;14:46:08
CALLES Y VEREDAS;OTROS;AJUSTE DE CHAPA METÁLICA POR RUIDOS MOLESTOS EN CALLE;SOLICITUD;07/01/2021;10:07:08;1;RETIRO;PARAGUAY;702;-34.5976266597655;-58.3770208533403;GCS Web;Femenino;Cerrado;13/01/2021;10:15:54
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;07/01/2021;18:22:18;7;FLORES;FALCON, RAMON L.,CNEL.;2843;-34.6318484139956;-58.4681950692712;App BA 147;Femenino;Cerrado;11/01/2021;12:20:43
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;07/01/2021;15:52:42;11;VILLA DEVOTO;BEIRO, FRANCISCO AV.;4723;-34.6090996350829;-58.5171865587455;App BA 147;Femenino;Cerrado;01/03/2021;14:38:42
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;07/01/2021;13:40:09;9;MATADEROS;MONTIEL;3040;-34.6698828264893;-58.5023824331247;GCS Web;Femenino;Cerrado;08/01/2021;15:28:19
